text,cachaca
"Na época eu não entendia de cachaça pois era muito criança mais pelo que senti a melhor cachaça produzida no Brasil era a que meu pai fabricava pelos meados de 68 eu digo pelo que eu via os próprios funcionários do trabalhavam turbinados e sempre ouvia da boca deles o cachaça Boa. Mãozinha, palito, Ze picolé, brucutu, Ze de olímpio e muitos outros que eram chamados de esquadrão da morte então por isso e algo mais eu voto na cachaça BARRA LIMPA.",True
Muitas alegrias e saúde!!!!,True
Melhor que wisch,True
Elisangela Viana.Ricardo Carvalho Joselane Viana Ronildo Alves Paula Graziele,False
Amo,False
Boa noite,False
Gato,False
"Já fiz, adorei, e quero voltar ;)!",True
Junior Lamas,False
Alexandre Nóbrega,True
Brüna Andreciolli pra Você 🍃🐾🌻,False
Eu gosto da branquinha natural😛um da até água na boca.,True
Que orgulho da nossa receitinha maravilhosa! 👊,False
Jozy Melo,False
Cris Masson,False
Ficou de primeiríssima qualidade...,True
Não lembro...,False
Amei o brigadeiro de caipirinha!,True
Carvalheira e Prosa mineira amburana.,True
"Cama só cama, fico muito acabado",False
Ficou show hein Wilson Barros....,True
Parabéns!,False
Indico!,True
"Joel Silveira Leite, veja a cachaça de que falei.",True
"Maynne Oliveira
🤔❤",False
Uma delícia! Top 👏👏👏👏,False
Uma caipirinha de velho barreiro é maravilhosa,True
Muito boa....,False
Gostoso amei😋😋,True
da pra falar um cachaces fluente,True
👏👏,False
Cade a receita,True
"Diferente! Bela sacada usar símbolos da tabela periódica pra representar ""ouro"" (Au) e ""Platina""(Pt)",False
Não sei pq mais eu me identifiquei com essa imagem,False
"Ô GALA VEIO, BURROS AMARRADOS TAMBÉM PASTAM. E BEBEM. E BEM ..........",True
quem ganhou? EU EU EU!!!!,False
Falta  eduardo costa  era legal,False
"Olha isso Jaque e Leonardo.
Bora trancar a sua com chave de ouro.kkkkkkk",False
E precisando de caixas p/ cachaças: 12 3953 3044 ou cartonagem@cartonagemjacarei.com.br que responderemos sua cotação.Obrigado.,True
Crislene Duarte de Souza,False
Show,False
Michelli Calixto,True
Hugo Almeida Fred Resende bora? Hj mandei fazer um disco,False
"Olha ai, Antonio Paulo De Assis Cardoso Junior!!",False
👏👏👏👏👏👍👍👍,False
"Weber Haus Premium, 7 madeiras, de Ivoti/ RS",True
Um luxo !,True
Feliz ano novo 🍾,False
👏🏻👏🏻👏🏻👏🏻 parabéns 🎊,False
"Aproveite oferta especial em todos os produtos da loja com 10% de desconto , basta inserir o cupom bemvindo10",False
Gosto de tomar uma pinguinha pura no frio.,True
Essa eu tenho! Aguardando sair o próximo lote,True
"OTÁVIO 
LUIZ
ANDRÉ ALCIR ETC",False
"Andre Marcelino, Marcia Silva de Almeida",True
"Pitú no bar Pedra Pequena, SP",True
Impuera,False
Hilda CoutinhoHilda... Mostre ao JOÃO,False
Trinity e seus companheiros!! 😂,False
Laize Oliveira Alex Santana,False
A lacrada e cheia!,True
Maciel Silva ✌👊,False
Fabio Andreosi,False
É uma delícia já provei comprei logo vou ai compra novamente. Não só essa mais outras tbm... A não esqueço a pinga sabor pequi parabéns é perfeitaaa,True
A Bola da Vez,False
hehehe,False
aonde  e  essa feira eu  vou,False
Boa!,True
Fortaleza CE,False
sou muito fa do Eduardo costa,False
Bucco Bálsamo,False
"Gosto muito da JM, muito suave",True
As melhores .,True
Aq em Araraquara onde posso encontrar,False
Gatos,False
Sergio Araujo,False
"Essa eu recomendo!
Boa! 😂😁",True
Qual o valor.?,False
Deberty Fioravante Diego Viana Campregher mas os caras só ensaiam que bebe! kkk,True
Adorei!!!!!,False
Eu!!!,False
Salinas e Seleta,True
PARABÉNS !!!,False
Tá maravilhoso!!!!,False
"E a segurança desse churrasco, deixa por nossa conta 😜 gogo #meatinbrasil #botecandoapp",False
Kauine Cruz Natanny Santos,False
só pingaiada né,True
"Uauuuuu
Que bom!!
Vende no Rio",True
Caique Ferreira é nois,True
Sérgio Nobre,False
Você merecem e seu produtos merecem!,False
Eu quero ganhar gracila cazarotto Débora viera,False
Sagatiba prata,True
genteeee kero Ana Crisóstomo Victória Sezara,False
Bela cachaça,True
Obaaa...minha terra...esta eu conheço e gosto muito,True
Wilson Mauro Emmanuelle Guedes Elenice Monteiro de Paula Gabrielly Pimentel Elis Regina de Alcântara Rosely Godoi Hamilton Silva Ranielle Cassia Taciana Santana Obadias Gomes Gomes,False
O Barato.,False
"Já é difícil suportar essas musicas de Mara alguma coisa, agora ainda tem licor.",True
Tadeu trouxe pra nos de recife lembra,True
Eudóx De Oliveira Pedrosa Castellani,False
Top,False
5 minutos é o bastante pra mim sou cachaceiro memo,True
Lagoinha na risca kkkk,False
Drorriane Carvalho,False
Valeu João Parabéns sucesso,False
Manda uma garrafa de velho barreiro pra mim ae precisa ser ouro nao!! To duro e ta chegando o final de semana!! kkkkkkkkkkkkk,True
Muito saborosa,True
"Parabéns Irmãos Metralh(ops) Tapparo - Breno, Giovanni e Bruno. Voceês são feras.",False
"Em Salinas fui informado que a ótima Saliníssima é a antiga Tabúa Bálsamo, comprada pela Santo Grau. Confere?",True
Taverna mineira Jequitibá!!!,True
É claro kkkk,False
Mileiny Tayna,False
Um espetáculo de bebida,True
Janielly Santos,False
"Narizinho, 3 fazendas e 51",True
Agablana,False
Aí Matheus Theu vamos fazer aqui em casa,True
Matheus deixa o Jorge brincar,False
Cintia de Paula 🙈🙊,False
Up,False
Desejo de matar,False
"Olá Antonio, revendemos barris apenas até 10 litros. Veja aqui nossos barris!  http://www.cachacarianacional.com.br/barril",True
Bem me Quer Cristal,True
Lilian Alves,False
Joseph Lima,False
Ai Lucio Taciano Da Silva Taciano olha isso aí,False
"Eu estava até com com vontade de comprar umas cachaças, depois que vi essa propaganda com um apoiador de um genocída, perdi a vontade.",True
Boraaa,True
Parabéns família!! 😍,False
Mulher sensacional,False
"E, eu conheço de longe.",False
"Vcs merecem o sucesso, parabéns 😍😍😍😍",False
Toma essa Gra Albuquerque,True
Sem comparação: são categorias diferentes. Canarinha é outro patamar!,True
Velha matinha de bom Jesus do itabapoana-rj,True
Isabela Ferraz Carrato Kraemer,False
Super queroo 😍😍,True
"Cachaça importada , haaa fala sério , as melhores cachaças são as nossas .",True
"Cachaça Itaguaçu, alambique Biritiba Mirim SP",True
Muito interessante,False
Marcio Campos,False
"Nunca que é a melhor! A melhor, a suprema, é a Paiolinha. E fim de conversa!",True
manda uma garrafa pra mim!!,True
É mineira?,True
Aroma do Caraça de Santa Bárbara com certeza!,True
Oi tem q fazer musica com onome q falem epinga esta turma ai sao todos aligre,False
Jorge Custodio de Melo,True
"Tatuzinho, pra abrir o apetite",True
Boate Azul,True
Marion Ferreira de Melo,False
Juliano Souza,False
Oi,False
Evertom Almeida João Victor Nohama,False
Huuuiii eu tamém quuuueeeeroooo.,False
Eu quero um barril desse ai!,True
Luana Vitor,False
EU QUERO,False
Esta é a gatinha de Ouro,True
Nunca vi nao dar a Receita.,True
Que luxo,True
Jose Vando Gomes Brito Maria Beatriz Sollero Gomes,True
Oi gente tem certeza que não tá faltando ninguém aí,False
Um luxo,False
Qanto custa pra manda  pra o  Estado de Sao Paulo um Kit desse,True
esse deve ser bom hen?? kkkkkkkkkk,True
A cachaca brinde é essa de 160 ml?,True
no copo,True
"Mônica Patrícia Monica Patricia Oliveira, Eric Vieira da Silva",False
"Lina Marcolina
Mirela Pereira",False
"Ele ia sofrer aqui, Jose Eustáquio
A gente colocou aveloz e cactos... e tem só uma plantinha q não sei o nome...",False
Na minha opinião é a melhor cachaça.,True
Rainha,False
Vou sim,True
Maravilha,False
"Se quiserem me mandar os dados bancários por email antes disso, sem problemas também. Percebo que são sérios pela postura e atenção no atendimento. Confio e posso depositar antes de receber a compra sem problema algum.",False
Telma Cristina Boschetti,False
Muito querida amo essa companheira,False
one eu acho essa bebida,True
Assim que é bom,False
Flávia igualzinho vc degustando gole,True
Quais os preços?,False
Guilherme Gondeq,False
"Alvarenga, alambique da cidade de Salesópolis",True
"Bom dia 
Obrigada pelo selo 😍",False
"Alambique da melhor cachaça orgânica do mundo, samanau que fica em Caicó/RN, e ainda vão desfrutar do litoral mais lindo do Brasil",True
Thiago Martines Vieira,False
Marie De Bueger,False
"Aqui nosso país Perú ja temos a cachaça Velho Barreiro , e assim a já estamos desfrutando de uma caipirinha bem gelada😃",True
Gostaria de prova este prodoto,True
Eu!,False
"Boa tarde, onde se coompra esta iguaria. .abs.",False
Ju Drun ..☺☺😉,False
Muito legal o vídeo.,False
Qui da hora gente porfavor não bebe muito fico preocupada sabia.viu Leozinho é os outros tbm.bjos amo vcs.fiquem com Deus até dia13.🙏🏻,False
"Conheçi uma loja de vcs em fronteira mg   top demais , atendimento 💯%",False
Incrível mesmo fiquei maravilhada com tanta qualidade .. amei quero outras !!,False
Olá! A Sede da Cachaçaria Nacional fica em Belo Horizonte-MG.,True
Chique,False
Bianca Freitas e Nafailla Pathielle  Eu quero.,False
Olhe Jorge Custodio de Melo,True
CACHAÇARIA WEBER HAUS,True
Quero uma de cada,True
Deve ficar uma delícia.,False
Só cachaça de primeira,True
"Leonardo, aoooo cara bao de gole. Aqui tem como eu ganhar uma caixa dessa ai?? Sou fã de mais de vc e do Eduardo Costa. Sou da cidade de Viçosa - MG. Meu telefone 31-9 9511-8060.",False
Amo,False
"Parabéns!
Viva eternamente um para o outro. Felicidades!
Linda história de amor❤",False
.,True
Muito obrigado Cintra Arthur Paron!!!!,True
Linda jóia .. quanto,False
Peter Lewicki,False
Engenho São Luiz Premium,True
O 5 eo 7,False
#inlove #velho 😍😍😍😍😍,True
Andre Kiss tu ama kkkk,False
Estou sabe aonde tem cachacaria em Minas..faz uma visita,True
Parabéns cachaça nacional  👍👍,True
Gostaria da receita,True
Vanessa Silva Adriana Almeida,False
Jonathan Alves Tainá Machado,True
Rodrigo Machado Fabinho Scopel Kaka da Silva,False
Poderia mandar uma fotos do equipamento que acoplou na frente do trator e na traseira ? Meu zap é 85 9 988232900,False
Parabéns Cachaçaria Nacional !!!,True
Não perco por nada,False
Bom.  Dia.  Estamos.  Em. Penedo. R j.   Cachacaria.,True
"Olhem bem, muito bem  ! No meu próximo aniversário, dia dos Pais, Dia dos Tios, Natal. Na próxima visita de cortesia, visitar-me no hospital",False
Eu quero,False
Deus  abençoe  amados 🤝❤❤❤,False
Tamo chegando !!!,False
Bem perto de minha casa.Alagoas,False
4,False
So gente boa!!!,False
Viu eu so bebo agua kkkkkk,False
https://www.facebook.com/Mara.Lucia.MLC/posts/454040014694803,False
Silvana Zanato,False
Muito bom parabéns,False
a melhor cachaça do Brasil!,True
Poxa q  delicia,True
Onozor Ferreira... Roberto Dantas,False
Prefiro a jambucy (com bacuri),True
Eduardo Costa e Leonardo brigaram,False
Frederico Bocamino Viebig,False
Obrigada Reginaldo!,False
"nada  consegue  silenciar o toque da sanfona   isso e no tempo en que o contrato era assim
chega pra ca cumpadre vamos tocar umas
modas ai.",False
Apois eu gosto dela pura :),True
Curti!,False
Thainá cachaceira.... Hummmm quero experimentar.,True
E bando de cachaceiros kkl,True
Amanda Caroline,False
Anderson Fornel veja isto,False
Já  botei  na  geladeira  uma  garrafinha  pra  mais  tarde  degustar  com  sarapatel  de  bode,True
Natália Oliveira,False
É verdade Raul Torralbo e Iuri Moura,False
Roberto Kleber,False
Robson Luiz Galio  😊,False
É a cara da mãe,False
Rozania Almeida Elizangela Almeida karitaLorrany,False
👏👏👏,False
eu tive uma aula assim lá no museu da ypioca  no Ceará... muito bom!!!,False
Qual valor,False
Quero saber quais  meios posso adquirir,False
Rinaldo o que acha de fazermos uma degustação orientada com cachaças do Estado de São Paulo levando as boas do Vale do Paraíba?,True
Bálsamo!,False
Ai Vinny Ferraz kkkk,False
Coloca essa no na assinatura do Clube CN,False
Marcel Gonçalves Victor Silva,True
"Realmente, vem muito bem embalado! me surpreendeu quando meu pedido chegou. Super recomendo. Parabéns!",False
Lindos amo vcs,False
Cristina Rodrigues sinceramente não tenho mais fígado e uma live atrás da outra e bom demais,False
VEM Drica Ferreira Tais Freitas Jaque Nunciato Glendha Mvb Nemesio Cruz Ingrid Soares Dos Reis Raianny Maccari Alessandra Kaji Joice Olive,False
"Água Branca salinas, cachaça artesanal Carvalho, Umburana,Velho Barreiro .",True
Damaris Oliveira Keila de Oliveira olhem,False
Muito boa.,True
Demorou mas achei! Peguei meu exemplar de PALE ALE genuinamente Sanhaçu!,False
Aldo Teles Peixoto !  Espetacular.,False
"Boa tarde ,sou assinante do Clube CN,essa é de que mês? eu ainda não recebi a seleção de janeiro. Algum problema Cachaçaria Nacional.",True
Perfeito!,False
Parabéns,False
Jessica Sousa Anderson Alexandre Oliveira,False
Valor,False
"Tenho essa cachaça em casa e, realmente, é muito boa!!!",True
Boa tarde,False
"Luciana Gracie Carlet,",False
"Moysés Rogério, vamu nessa?",False
Com certeza a Cachaça Dom Cabral 🇧🇷😋,True
Nelci Silva,False
Concordo ...deliciosa mesmo,True
Roni Drinks Souza,True
Eu também 😍,False
👏👏👏👍🇧🇷🇺🇸,True
Olha a Cachaça que vai chegar para você Jay E Nelly Messina.,True
"Ouvir B. King, é muito massa com cachaça.",True
Saúde,True
#ForaBolsonaro,False
Como adquirir???,False
Uauu❤️,False
Ninguém me convida para beber também,False
Adoro vcs .Ratinho leonardo e Eduardo Costa,False
Isso é tudo de bom.,False
aí sim kkkk  Filenes Lima,True
😋,True
Que fofo🥰,False
"Coisa bonita,🤗🤗🤗",False
Adilson Cavalcanti,False
Bruno Tapparo Giovanni Tapparo,False
A Cachaça Dom Cabral com certeza kkkk,True
concorrendo,False
Luiza Brich,False
"Que Gatinha mais linda, só falta provar! Parabéns, sucesso...Abraços 🤗",False
Podemos escolher recuar em direção à segurança ou avançar em direção ao crescimento. A opção pelo crescimento tem que ser feita repetidas vezes. E o medo tem que ser superado a cada momento. Abraham Maslow. Parabéns Sanhaçu - cachaça orgânica um brinde a vocês!!!!,True
deliciiaaa.....,False
"TAÍ, UM SERVIÇO QUE IA COUBER BEM PRA EU KKKK",True
Jose Andrade Higão MV Juliano Renna,True
Se tem cachaça tem que ter Eduardo Costa,True
"Sueli Gonçalves, olha aí, vou fazer pra senhora 🙊😂😂😂😂😂😂",False
"Eu, assistii; e, foi ótimo.!",False
"Top demais,  recomendo!",True
Marcelo Peçanha dessa vez é viva a Vodka!,False
Edson Cruz,False
"Só descarto a Havaninha, não gostei.",True
"Parabéns, estive presente no evento e deram show!",False
A cachaça foi de dentro da Serra da Canastra e o petisco foi espetos...,True
Lula,False
Johnny Walker nacional,False
"Beber com moderação, e não dirija bebendo",True
"Não aprecio muito a muito envelhecida, só se for em amburana ou amendoim",True
Eita  muita  cachaça,True
Muito bom,False
"Boa tarde , gostaria de saber o valor de um barril de 20 LTS ?",True
Joel Cünha,True
Bora jogar Dama Cyro M. C. Favalessa,False
Fernanda Giza,False
As melhores,True
Sem Edu costa? 😰,True
• 1 limão Taiti (opcional),False
Que show,False
Não achei o kit quero saber o valor,False
Muito boa escolha para presente!,False
"Conheco a Magnífica - Cachaça do Brasil , recomendo!",True
"É presente mesmo?
Pode mandar que eu aceito!!!!",False
Achei,False
Aos meus amigos Wilson Silva e Lusia Garcia.,False
Oh Delícia!!!!,True
Parabéns!!!,False
"Parabéns  ao casal!
Poucos conseguem se encontrar !❤💋",False
Vi o vidro pensei que fosse perfume kkkkkkk,True
"Marcelo Nascimento, Artur de souza ,ha estou com água na boca esperando a minha companheira 🐌🍻🍺🍸🍷🍹",True
Esta deve de ser das boas.,True
Sou paranaense quero conhecer esse lugar,True
saúde !!!,True
"Bora lá, toma uma... Direto do barril...",True
Deviam convidar eu também exelente degustador,True
Gabriel Brayan marca ai ja ❤,False
A Intense não é amburana e carvalho?,False
"Quero saber como faço para
Conseguir uma garrafa
Dessa para a minha coleção",True
"Olá Thiago Dias esperamos que você ganhe um dos nossos vales-compra de R$100.00, para que possa trocar pelo Whisky Johnnie Walker Black Label (R$99.90). Para aumentar as suas chances INDIQUE a promoção para os seus amigos e boa sorte!",False
Estelhonato isso !!!!!,False
Maravilha...,False
Parabéns,False
Eu tenho interesse. 011967413630,False
Não podemos perder,False
Daniela Furlan,False
É essa Hugo Da Silva Pitaluga,True
Cade a do MENGÃO?,False
Pra mim é a Triunfo lá da PB ou a Serra Limpa tb de lá,True
"isso merece mais que uma curtida,beber.",True
Queroooooo!!,False
Fabiana Paiva,True
"Tira-gosto?  Kkkkk
Se eu tiver bebendo algo e for tirar o gosto com isso aí eu morto e bêbedo 
Mas é bom sim, já fiz Algumas vezes",True
Nossa boa,True
Juliano Lubian,False
Lindo né,False
😻😻😻,False
Vai uma pinguinha aee???😆😆😉😉😎😎,False
nao gosto e vcskkkkkkkkkkkkkk,False
Euuuuu queroooooo,True
Não precisa nem olhar o nome. Só pela cor dá para perceber que foi bem tratada durante anos. Tomo sem medo de olhar o nome.,True
bom dia.,False
LilianeSouza bota fazer vaquinha pra comprar um desse ?,True
Guilherme Leme,True
ElianeGregório... olha aque eu ganhei!,False
Cadê a receita?,True
Karol Ribeiro Carlim Amorim Gustavo Candido É nois 😂😂😂😂,False
Faltou gustavo lima,False
Amei😊❤,False
"É de Jandaia!
É boa demais!!!!!!",True
SÓ QUALIDADE.,False
"""eu""",False
"Cadê,o Eduardo Costa? Sem ele,à Live não presta!",True
Larissa Motta não seiii ahahaha,False
Meu aniversário 🎂🎊🎈que presente maravilhoso 😍😍😍,False
Simone,False
Cachaça. Com certeza !!!,True
"Quem ganhou o sorteio, fiquei esperando a minha e nada dela chegar",True
Parabéns hoje e todos dias a todas as mulheres e as Magníficas cachaças!,True
Manda pra mim,False
"Essa é genuína, não é gópi cupanhero!",False
Inclusive as formigas. Belíssima filosofia.,False
Eu quero,False
Eu amo tambem,False
Juvilete Trentin Josi Trentim,False
Mi de Papai,True
Ai sim hem,True
Salinas,False
Ubuntu!...,False
Vou passar minha virada de ano bem com a melhor cachaça do Brasil🔝🔝🔝,True
Eu quero !!!,False
Good,False
Está de promoção em nosso site www.araraunacachacaria.com.br,True
Thais Turca,False
Obrigada http://www.facebook.com/profile.php?id=1471594842&ref=ts! Que bom que gostaram! Desejamos a vocês longos e felizes anos de convivência! Sejam muito felizes!,False
Essa é uma baita cerveja. 🍻,False
É ai Tânia Thomas Sergio Ganade Fábio Luis da Silva Ariadne Pena Carolina Coelho vamos nessa kkkkk,False
👀😲tóoop dmaaaiiisss da conta sô!...veja CANTOR MARCOS VINNY...,False
Sensacional,False
Boa tarde a tds,False
Precisamos Vitória Lima,True
Sua lindas 😍,False
Quero fazer uma visita! Conhecer essa maravilha!🥂,True
👍👏,False
Boa procedência,True
Maísa Tolentino,True
Hummm mais uma pra lista de coleções pro barzinho Gizele Narvaes,False
"San, preciso de uma para presente!!!!",True
Em campos do Jordão durante uma chuva de granizo,False
"Creio ser a 100 limite Diamante envelhecida 20 anos em 3 madeiras Amendoim,  Grapia e os últimos 2 anos em tonéis de Carvalho francês !",True
Deni Mensa,False
felicidades,False
Braz Nobre Oliver,True
A última nunca!!! A penúltima foi Asa Branca.,True
Luiz Roberto Zamora Zamora! Olha isso!,False
Eu eu 🙋,False
Sucesso !,False
Eu quero o copo,True
E porque o embaixador não estátambém,False
"Hoje cedo.
Nega fulo",False
Emanuel Henrique Kaduiki Soares,False
Francisco Moura Marcos Clebis Sousa Rocha Robson Pires Carlos  Raul Dias Pretinho Vieira,False
Coloca Eduardo aí nesse time.,False
"Feita no Vale do Ivaí, com todo requinte histórico desta cultura  do sertão  do Paraná, que tem na cachaça, momento de encontro dos amigos e das famílias. Parabéns!",True
Parabéns 👏👏👏,False
Alguma envelhecida no putumuju...,True
Eita .😍😍,True
Experimentei e gostei muito boa,True
Essa receita é um tanto calórica .Prefiro a mais simples caseira!,False
Velho Barreiro,True
"Parabéns!
Muita saúde e anos de vida!",False
Ypióca!,True
Ummmm,False
"Essa é a melhor na minha opinião, top de verdade.",False
"Eu particularmente não coleciono, mas bebo bem, a minha parte estou fazendo!!!",True
Minas Gerais 🤤🤠🥃,True
"Eu quero ,!!!",True
Ana Julia Martinis,True
"Parabéns ao querido casal!
E que Deus continue abençoando!",False
Sucesso,False
Ana Carolina,False
Piorou Eu! Kkkkkkkkkkkkkkkk,False
Dê uma cachaça boa eu não abro mão,True
tambem quero,False
Guaraciama,False
👏👏,False
Qual foi o professor que levou?,False
"Que maravilha isso tudo...
Manda pinga pá nóis kkkkkkkkkkk",True
😏👏👏👏❤,False
Fonte velha!,True
sucesso Eduardo Costa,False
Rafael Borghi,False
"Ainda não, mas achei muito interessante... Vou provar neste fim de semana... hoje ainda vou trabalhar! Rsrs",True
Eu ainda vou comprar essa cachaça já está midando água naboca meus parabéns,True
"Queria comprar um barril,comprei um uma vez mais logo ele rachou esse de vcs tem garantia",False
Feliz 2017🎊,False
Velho barreiro,True
Realmente... tem mta história... uma das minhas queridas foi com a Eisenbahn Pale Ale,False
Sandra Rebelo,True
Solange Feijó Teixeira.,False
Ficou muito bom 👍,False
quero um litro kkk,True
Lindo,False
Sucesso!!! Vida longa e fortuna,True
Te amooo,False
quero uma kkk,True
Aí Brenda Carla😂😂😂😂,False
Ricardo Martins Ricardo Martins,False
Aff deu agua na boca,False
https://youtu.be/3FUEBeN91sw,True
Fechado Alexandre Cabral!,True
Fernando Olivon,True
Mostro sim,True
faltou Gustavo Lima,False
Santo Grau cel. Xavier cbabes 2005 e Jacuba ouro de cel Xavier Chaves.  Excelente,True
Congratulations wiba family,False
Qual o preço do de 5 litros?,True
Pitu/51 /e capim santo. Kkkk🤪,True
Aonde está acontecendo esse evento,False
Johnny,False
Ednei Xavier,False
"Boa festa e um  2020 de saúde, paz e felicidades!",False
"Adorei, vai bombar",True
Chique,False
"N posso ficar de fora,tb kero",False
Leticia Brito pelo amor de Deus! hahahahhaha,False
"Qualquer uma...Dependendo da quantidade,kkkk",True
Jorce Petry... Juscelino Valente... Tarcizio Gemaque... Altino Bentes Tino... Mauricio Gemaque... Turma boa de pinga!÷,True
👏👏👏,False
A Confraria Copo Furado já está prestigiando o evento!!!,True
Isabella Rodrigues Pimentel,True
Adega Colonial,True
Coloca 2 . Kkkk,False
A 7 madeiras sempre,True
"Aqui em casa eu tenho alecrim na cachaça, e uso como tempero, dá um toque sensacional.
Use sua criatividade.",True
Eu quero a omdetei,False
É o suprassumo da cana de açucar !!!,True
Linda Guimaraes,True
Eu acredito. Parabéns,False
Boa noite,False
Ronaldo Carlos FerreiraMarcelo Ferreira,False
Como eu queria fabricar uma cachaça com um nome criado por mim RS,True
Rainha,False
Eu quero  Alzira  e Luzia,False
Luxo puro. A Sanhaçu é nossa!,True
"Misericórdia,parem de fazer apologia a cachaça e faz uma Live pra arrecada dinheiro para as pessoas que tão passando fome nesta pandemia ,",True
Essa Marília Mendonça é um arraso kkkkkkkk ninguém vai bebê o meu . O meu eu vou bebê kkkkkkkkkkk amo de mais,True
Chique,False
"muito rapida a receita,mas muito interessante",False
Depois da cana de sexta... Dava nao!!! La em búzios Diegao ficou marcado como o segundo palhacinho! Agora e Patati e Patata(Renio e Diego),False
Boa tarde,False
Manda pra nois,True
Bruno Camargo..Ione Rodrigues da Ione Rodrigues Silva Cunha,False
Vale da canastra,True
Deve ser muito saborosa,True
mide papai,False
"Opa! Deu vontade ""degustar"" esses 700ml.",True
Akson Ps,False
O segundo kit do cabaré vocês não vende ??,False
Faltou Eduardo Costa!,False
Boa pedida com um Caju cai bem,True
Cachaça Dom Cabral a melhor!!!!,True
Marcelo Pereira,True
Amburana,True
"Av Rio Branco, em frente ao bco do Brasil no Recife Antigo, Katarine Pradines da Silva",False
A melhor está sendo produzida aqui na cidade de Itupeva e ja conquistou medalhas e outras premiações pra região.,False
Julio Cezar,False
Rita De Cassia,True
Eu quero,False
Quero meus 3 litros ou meu dinheiro de volta.,False
Rtt,False
👍,False
Sábado e os outros seis dias da semana...,False
Carvalho!!!,True
Casa da Bebida assim vc me mata !!  Com essas promoções de ABSOLUT!!!...,False
Sergio Luiz Ribeiro,False
Danilo Tassara,True
Olha ai Jacira Nunes,False
Top,False
Moro na frança e quero comprar... Como faço? Obrigado,False
Fred João,False
"Que cachaça cara,",True
Wallace Glk,False
Glen Gallimore,False
A Companheira minha Amada da Noite mal dormida da minha Fantasia Você razão do meu Viver............,True
Beba com moderação,False
Boa tarde tudo bem qual o valor??,False
Deisi N Noa,False
Beber ouvindo a sofrencia Anna Clara Carlos Alberto.,False
Vivian Do Carmo,True
Essa foi boa. Então bora tomar uma hahaha...,True
Brisa Verena Zeine Rita Zeine,True
Dhiego Silva,False
Sim,True
Que bom!!!,False
"Luizinho Santos, Vilson Rigo, Wanderson Giovanelli de Araújo",False
Que roubo,False
EU  vou comprar uma  dessa,True
Mayara Santos Sherg Gonçalves precisamos de um desse em kkkk,True
"Desculpem os moderados, mas eu radicalizo! Não misturo cachaça com porcarias.",True
Tiquira Maranhão,True
Top,False
eu quero ganhar de aniversário dia vinte e oito de dezembro    Luciana Gonçalves é Juliana Nunes é mariana Gonçalves,False
Laura Bacani Ponton,True
Um brinde! ,True
"Olha, Simone e Fernanda!!! Novo jeito de cortar o famoso abacaxi 😋",False
"Amigão, essa é muito TOP",True
Delicioso. ❤,False
Kkkk mt bom!!!,False
Que tri!!!!,False
"Tais,Maria",False
Amo vc eduardo. Vc e meu sonho,False
Não  cachaça  não,True
Verdade,False
Se eu já quero? Obviamente Keislaine Kaila,False
Bom dia ta saindo a qto,False
Parabéns  meu grande amigo e parceiro,False
"Qual é o preço desta companheira do centro,da Garrafa quadrada",True
Quero aprender mais sobre esta bebida...,True
Claudio Vieira,True
Prova Rapariga RN,True
Quero trabalha ai kkkk serio toma todo dia,True
Balsamo e Umburana,True
Gosto demais  esse é  de ouro e simples Deus ama muito,True
Edson De Souza Dias faz pra nós Baiano rsrs 🍍 🍍😋😋 Elisângela Maíra de Souza,False
Mathews Amaral vamo racha uma.rsrsrs nos toma e cabare.,True
Adoooorooooooo caipirinhas....,True
café nestas xícaras são ótimos.,False
Serafina,False
"Ganhar pro pai Anilton Reis, Augusto César, Maurício Alberti",False
Olha aí Pablo Donadelli que tal ir treinando já 🤓,False
"Claudionor
Piragibana
Salineira",False
Marilene Marqueza,False
Nelma Viana. Michel Viana,True
Olha Ione Brandão Folador,False
Top,False
umaem pouso alegre urgente.kkkkkkkkkk,False
"Pessoal, pinga, cachaça e aguardente de cana, na prática são a mesma coisa.",True
Muito bom gosto.,True
Maria Isabela Malaquias 😍,False
Marcos Martins Edilson Martins Lopes ei ta valendo ir la ao vivo provar ne?,True
Parabéns xará. Sucesso!,False
"Quanto custa uma assinatura 
E poder ser paga no cartão  ??",True
Leandro Santanna Tatiane Mangas André Alves podia comprar né pra nois💕🍻,True
"Pra mim é ""Ainda ontem chorei de saudade"" - João Mineiro e Marciano.",False
adoreiiiiiiiiiiiiiiiii,False
Mayandra Langa,False
Erik Vinicius Leonardo Macedo,False
Olha aí Roque Fernandes,True
Paulo Henrique,False
http://www.cupuladacachaca.com.br/2019/ 😀,True
E excelente...,True
Cachaça Porto Moretti prata... churrascada de costela bovina,True
Sanhaçu chegou aos meus prazeres alcoólico para não mais sair. É um néctar dos Deuses.,True
Princesa Isabel,False
Martinez Leandro  Ricardo Gomes da Nóbrega Roberto Jr Martinez,False
Kariri,False
A propaganda é da cachaça.,True
Cd o valor?,False
Imperdível!!,True
Um luxo !,False
Falrou Gusttavo Lima💙,False
"Dani, obrigada pela presença!!!",False
Amo muito tudo isso ❤❤❤,False
🤩,False
"BOA NOITE,ESTOU A PROCURA DA CACHAÇA D;DIL 600 ML",True
"É lamentável, deem uma cachacinha para este "" fiscal"".",True
Eita! Vamos desgutar?,True
Cabaré!!!,True
Assisti a uma palestra deles na UFPE. Super curti!,False
Não,False
Willian da Costa,True
