text,labels_int,labels,llama3,mistral,is_opinative,gemma2,gpt-3.5-turbo-0125,cachaca
"Compre Champagne Veuve Clicquot Brut Jeroboam 3000 ml. por apenas R$ 2.182,80 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Vinho Casa Valduga Arte Cabernet Sauvignon Bag 5000 ml. por apenas R$ 70,70 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Caipiroska Smirnoff Frutas Vermelhas 998 ml. por apenas R$ 28,60 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,neutral,positive,true
"Compre Vinho Do Lugar Merlot Cabernet 750 ml. por apenas R$ 32,10 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,neutral,positive,false
"Compre Vinho Concha Y Toro Reservado Cabernet Sauvignon 750 ml. por apenas R$ 22,90 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Tequila Jose Cuervo Clasico Blanco 750 ml. por apenas R$ 41,90 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Xarope Monin Blackberry - Amora 750 ml. por apenas R$ 49,30 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,neutral,positive,true
"Compre Kit Steinhaeger Doble W Gold + 2 copos 600 ml. por apenas R$ 107,20 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,true
"Compre Espumante Peterlongo Privillege Brut 750 ml. por apenas R$ 25,20 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,true
"Compre Vinho Miolo Terranova Late Harvest 375 ml. por apenas R$ 35,50 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Aceto Balsamico Di Modena 250 ml. por apenas R$ 9,10 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,neutral,positive,false
"Compre Espumante Rosa Malbec Brut 750 ml. por apenas R$ 37,80 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Espumante Freixenet Cordon Negro 750 ml. por apenas R$ 56,80 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Vinho Tricyclo Merlot - Cabernet Sauvignon - Malbec 750 ml. por apenas R$ 48,20 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Vinho Pulenta Estate Merlot 750 ml. por apenas R$ 95,40 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Vinho Montecillo Reserva Rioja 750 ml. por apenas R$ 96,50 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Vinho Salton Virtude Chardonnay 750 ml. por apenas R$ 71,80 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Compre Vinho Don Laurindo Reserva Cabernet Sauvignon 375 375 ml. por apenas R$ 21,80 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,neutral,positive,false
"Compre Vodka Absolut Pears 1000 ml. por apenas R$ 71,50 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,neutral,positive,false
"Compre Espumante Chandon Reserve Brut 1.5L 1500 ml. por apenas R$ 99,70 ou 6x sem juros na Bebida Online http://t.co/Nuj5gLwF",1.0,neutral,neutral,positive,False,positive,positive,false
"Terça-feira pode? Sim ou com certeza? 🥃

Compre a sua TAÇA Iso do Chefe personalizada no nosso site. 

https://t.co/qUiSkBs3Og https://t.co/5gtkeDMTBQ",1.0,neutral,neutral,neutral,True,neutral,neutral,true
"Já imaginam o que estamos preparando para vocês? 🥃

Em breve vamos começar a divulgar alguns spoilers sobre esse SUPER LANÇAMENTO que vai agitar o mercado da Cachaça Artesanal 🤫 https://t.co/INSKyNbr3G",1.0,neutral,neutral,positive,True,positive,positive,true
"E olha só a coleção do Serjão só crescendo... 😍

Viram que recentemente completaram a família com a versão Bálsamo e a Blend? 

Ou seja, agora temos a: Prata, Amburana, Bálsamo, Blend e a 7 Madeiras 😎

Ambas já está disponíveis em https://t.co/0XNHWqLSvd https://t.co/3SRvR1W34y",1.0,neutral,positive,positive,True,positive,positive,true
"Cachaça é cultura!⠀
⠀
Adquira o Livro Segredos da Cachaça e descubra tudo sobre o destilado! 🥃😎⠀
⠀
Disponível em nosso site 🛒 https://t.co/iY7ekU3cyl https://t.co/ngR9cZNyeE",1.0,neutral,positive,positive,True,positive,positive,true
"Montamos uma seleção de Natal com as Cachaças perfeitas para deixar sua ceia ainda mais completa. Confira essas dicas imperdíveis em https://t.co/c1dHv2ZuyM 🎅
.
#natalécomcachaça #feliznatal #natalcn https://t.co/HyKbLsnx3W",1.0,neutral,positive,positive,True,positive,positive,true
"A qualidade do destilado será aprimorada após um certo período de armazenamento em barris, seja de inox, ou de madeiras.

📍 Na foto alguns dos barris de envelhecimento do alambique da Cachaça Batista. https://t.co/yhFGGvQXV5",1.0,neutral,neutral,positive,False,neutral,positive,true
"Se você é um cachaceiro de verdade, só de ver essa imagem, esse ouro líquido nessa taça ISO, sua boca vai salivar e os seu coração palpitar! https://t.co/VkmajrG0d0",1.0,neutral,positive,positive,True,positive,positive,true
"Aproveitando que vocês estão no pique, beberam muita Cachaça Artesanal no final de semana, me conta aqui: Qual a melhor Cachaça para fazer caipirinha? https://t.co/hvDBCANxS0",1.0,neutral,neutral,positive,True,neutral,positive,true
"O grande e moderno alambique da Cachaça Salinas! 😱👀

#tbt de 2017 https://t.co/ksiCaVku0T",1.0,neutral,positive,positive,True,positive,positive,true
"E esse trio de Cachaças @estanciamoretti? 😎

👉 Cachaça Estância Moretti Amburana
👉 Cachaça Estância Moretti Carvalho 4 Anos
👉 Cachaça Estância Moretti Prata

https://t.co/9xmw7CEI4x https://t.co/umxAwDRbCh",1.0,neutral,neutral,positive,True,positive,positive,true
"A Aguardente Composta com Banana é elaborada a partir da Porto Morretes Prata, utilizando-se ingredientes selecionados segundo as normas da produção Orgânica! 🙋🏼‍♂️🍌

https://t.co/ssLyD3IMUc https://t.co/081hsyVGld",1.0,neutral,positive,positive,True,positive,positive,true
"Vamos ver se tem cachaceiro com memória boa aqui!!! 

Você lembra qual a Cachaça mais envelhecida que você já tomou? 🤔 https://t.co/nuyCvmSjUi",1.0,neutral,positive,positive,True,positive,negative,true
"E aí, Cachaceiro, quais são esses rótulos? Já degustou algum deles? https://t.co/Wn40Ig3r5l",1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Uma foto de toda a família da Cachaça Santo Grau para fazer os olhos de qualquer cachaceiro brilharem e a boca encher d’água! 😍

https://t.co/O4iBdapInH https://t.co/Gwue20uKbr",1.0,neutral,positive,positive,True,positive,positive,true
"Fui tentar traduzir ""amor da minha vida"", a resposta foi CACHAÇA! 😂😂 https://t.co/JdMW5dIuI2",2.0,positive,positive,positive,True,positive,positive,true
"Estamos em contagem regressiva para o Dia dos Pais! 📆 Estamos ansiosos para ver você tornando esse dia ainda mais especial e inesquecível para o seu pai! 

Nos conte aqui nos comentários qual foi a Cachaça que você escolheu para o seu pai ⬇ https://t.co/8IPn0JM6hA",1.0,neutral,positive,positive,True,positive,positive,false
"Cachaça Artesanal feita com amor especialmente para você, verdadeiro apreciador de Cachaça Artesanal! 

https://t.co/XMRTxobQFE https://t.co/R6boVx7ZAY",1.0,neutral,positive,positive,True,positive,positive,true
"Hoje é dia de rock!!! 🤘

Para você, qual Cachaça combina com Rock? Compartilha com a gente aqui nos comentários ⤵ https://t.co/H9IvaznimM",1.0,neutral,positive,positive,True,positive,neutral,true
"Olha essa foto de um delicioso caldo na abóbora, harmonizando incrivelmente bem com a Cachaça Pura Arte Amburana...  🥃 É pra encher a boca d'água! Isso é Cachaça Melicana! https://t.co/b6F9pR3U1v",2.0,positive,positive,positive,True,positive,positive,true
"Sábado começando e eu já escolhi a minha Cachaça Melicana Amburana para acompanhar o final de semana.

Estou passando bem viu.... 😎 https://t.co/cudrQylxsS",2.0,positive,positive,positive,True,positive,positive,true
Anarriêee... A Caminho da sua Casa! Ontem foi dia de São João e para comemorar essa data (mesmo que em casa) te convidamos a conferir nossa lista de Cachaças com o melhor custo benefício! https://t.co/qkSErHvVoL,1.0,neutral,positive,positive,True,positive,positive,true
"😂 #ficaadica

Passei o final de semana todo com as mãos ocupadas! https://t.co/FUsDj5ynlf",1.0,neutral,neutral,neutral,False,positive,positive,false
"Quem ai já viu o Rafael Araújo falando desses queijos nos stories e ficou com vontade?

Mas não precisa ficar com vontade... todos eles estão a venda no site da Cachaçaria Nacional. Aproveita e compra vários porque é uma mais gostoso que o outro. 

https://t.co/d0u5tfmkum https://t.co/jvzBKbqRAN",1.0,neutral,positive,positive,True,positive,positive,true
"Rafael Araújo e o Fernando Margarido, proprietário e produtor da Cachaça Margô. https://t.co/ptKXT1EPAa",1.0,neutral,neutral,neutral,False,neutral,neutral,true
Você sabia que a Princesa Isabel construiu uma cave de pedra só para fazer o envelhecimento da Cachaça em carvalho? 🥃 https://t.co/0vkwomg4SE,1.0,neutral,neutral,positive,True,positive,positive,true
"Pensando  na dificuldade em sair de casa e de encontrar álcool em gel a Cachaçaria Nacional procurou e encontrou uma forma de te ajudar! Nas compras acima de R$250,00 nossos clientes vão ganhar de brinde um álcool em gel 70% de 410g.  👊 https://t.co/Ojuh1RvaBm",1.0,neutral,positive,positive,True,positive,positive,true
Domingo + verão + piscininha = Bons drinks com os amigos! 😎 https://t.co/sYveKT286i,2.0,positive,positive,positive,True,positive,positive,true
Estamos ansiosos para compartilhar com vocês tudo que estamos preparando! 😍 https://t.co/ln8lo7Tvl8,1.0,neutral,positive,positive,True,positive,positive,none
"ÚLTIMOS DIAS!! ⌛⌛
.
Últimos dias para garantir a Seleção do ClubeCN de Novembro!! ⭐🌟
.
Descubra todos os benefícios e faça parte do maior Clube de Cachaças do Brasil: https://t.co/vuyKLOJP3i https://t.co/ASBdGZZuJD",1.0,neutral,positive,positive,False,positive,positive,true
Quem aí tá comigo nessa?!  😆🤣😉 https://t.co/vo9jtBcdar,1.0,neutral,positive,positive,True,positive,positive,none
"Ainda dá tempo!! 💥⌛
.
Últimos dias para assinar o ClubeCN de Outubro e aprender essa receita maravilhosa, além de receber inúmeros benefícios! 🥣🍰🥂
.
Perde tempo não!! 😉
Acesse: https://t.co/RzcLUFUEVh https://t.co/1GNH2YdF3R",1.0,neutral,positive,positive,True,positive,positive,true
😉😎👀 https://t.co/DPBshxN4Ob,1.0,neutral,neutral,neutral,False,positive,neutral,none
"Hoje é #DiaDoChefe e nós temos o presente perfeito pra você!! 😎😉
.
Seu Chefe merece a MELHOR! 
Dê Cachaça do Chefe!! 🥃😎
.
Acesse: https://t.co/OohRWhULef https://t.co/t3gYmcR2Xc",1.0,neutral,positive,positive,True,positive,positive,true
"Aprenda a Cozinhar Utilizando Cachaça, nesta postagem ensinamos como preparar uma deliciosa Bala de Cachaça sabor Morango.  Clique no LInk abaixo e confira a matéria completa.
https://t.co/CbkkXHuRy5",1.0,neutral,positive,positive,False,positive,positive,true
181 de 365 - Cachaça Asa Branca Amburana: https://t.co/QfUc0U3ZzW via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Sexta-feira, mais conhecida como Dia Mundial de enfiar o pé na jaca! 😉😎
.
.
E nossa dica para o final de semana é: Aproveite com Cachaça Artesanal! 🥂🍾
.

E por falar nisso, nós temos as melhores: https://t.co/rzx59KZLQy https://t.co/lAg4lMFR28",1.0,neutral,positive,positive,True,positive,positive,true
163 de 365 - Cachaça Cabaré Ouro: https://t.co/XZ2KjeQHtb via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"ÚLTIMA CHANCE pra garantir a sua CACHAÇA GRÁTIS !! 😱😱
Efetue suas compras acima de R$150,00 e leve uma Coluninha Ouro pra casa !!
Nas compras acima de R$300,00 ganhe uma A Locomotiva Ouro 🛒
*oferta válida somente até 23:59 de HOJE!*
Acesse: https://t.co/Iy4ZWzaZaF https://t.co/LeJROgrS1K",1.0,neutral,positive,positive,True,positive,positive,true
Reviva todo sabor das Melicanas que foram estrelas do ClubeCN de Setembro de 2016. Acesse o link abaixo e aproveite que está com 13% OFF e o estoque é limitado: https://t.co/GTU8ePvXdS https://t.co/d2sTm5bSdR,1.0,neutral,positive,positive,True,positive,positive,true
"VISITAMOS O ALAMBIQUE! 👏
.
A centenária Fazenda do Canjica guarda diversos segredos e você poderá descobrir cada um deles no nosso canal do Youtube: https://t.co/Rns3jXPjjP
.
Associe-se já: https://t.co/KvdGWz4Bom 🛒 https://t.co/ze7OYPQsL3",1.0,neutral,positive,positive,True,positive,positive,true
#CachaçaÉingrediente – aprenda a cozinhar utilizando Cachaça https://t.co/LLKkKX5RWQ https://t.co/rUDw4a8I7m,1.0,neutral,positive,positive,True,neutral,neutral,true
108 de 365 - Cachaça Gatinha: https://t.co/rwlbF1qSMJ via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Você sabe a diferença entre Cachaça e Aguardente? https://t.co/liq0OBVdLN https://t.co/AAdcIfSf4a,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"⚽ A COPA NÃO PARA!
.
E junto com as grandes estrelas de Peru x França, o lançamento da Cachaça Bem Me Quer nessa garrafa especial está deixando os advesários confusos: https://t.co/gHywhAVHvp https://t.co/miVBxS5YUL",1.0,neutral,positive,positive,True,positive,positive,true
"OS SIGNOS DOS CACHACEIROS: SAGITÁRIO! 🏹
.
Para quem é de Sagitário, temos uma Taça EXCLUSIVA da Cachaçaria Nacional que vocês vão amar! Confira: https://t.co/EaEl1J7jHI  👈 https://t.co/5WgrYcmD6K",1.0,neutral,positive,positive,True,positive,positive,true
"Faça suas compras acima de R$120,00 na CN, até 23:59 do dia 17/06 e GANHE uma Cachaça Tiúba de Minas Amburana. 🥂👏
Acesse https://t.co/j9e20koFd9 e veja nossas ofertas. 🛒🍾 https://t.co/1JuiU0seyf",1.0,neutral,positive,positive,False,positive,positive,true
"Acesse https://t.co/IXBmWfGNBa faça suas compras acima de R$150,00 na CN e GANHE Cachaça Calor Brasilis produzida pela Casa Bucco.
.
Bebida desenvolvida para o preparo de drinks e caipirinha, recebeu medalha de ouro no Concurso Mundial de Bruxelas Edição Brasil em 2015. https://t.co/WtzUEtXaiW",1.0,neutral,positive,positive,True,positive,positive,true
102 de 365 - Cachaça Calor Brasilis Prata: https://t.co/juoblHraYk via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/zVO96gt5DB] Visita ao Alambique da Cachaça Weber Haus -,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Quem aí conhece a Cachaça Tiúba produzida em Santa Rita de Caldas/MG? 

Ela é fabricada no mesmo alambique das Cachaças Prosa Mineira, que já até passaram pelo ClubeCN! Fica a dica da CN do dia! 😉👌 https://t.co/j3iEBP03F0",1.0,neutral,neutral,positive,True,positive,positive,true
ATENÇÃO! Último dia para assinar o ClubeCN e receber as Cachaças Velho Alambique. Acesse https://t.co/qOqQFnjmZy e garanta suas uma seleção de novas experiencias todo mês. https://t.co/1cAeVb8LQi,1.0,neutral,positive,positive,False,positive,positive,true
"👏 É NA SOLA DA BOTA, É NA PALMA DA MÃO! 👢 https://t.co/SNjnvVpSmB",1.0,neutral,positive,positive,True,positive,positive,none
"Olha quem chegou na CN?! A Cachaça Excelência de Passa Quatro, sul de Minas Gerais! Acesse https://t.co/Gh9aR5sbg1 e compre já as suas. 👏😁 https://t.co/SbTHSjeNSR",1.0,neutral,positive,positive,True,positive,positive,true
Hoje é o Dia do Livro! #CachaçaÉ Cultura e Leitura! Deixa ai nos comentários qual seu livro favorito! ✌🍾 https://t.co/p7E0kNb3XT,1.0,neutral,positive,positive,True,positive,positive,true
Dia das Mães - Cachaça Prazer de Minas - https://t.co/q4AdOFYlaR: https://t.co/fGACKtg25x via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Alambique de aço? São poucos produtores que utilizam este tipo de equipamento! Descubra mais curiosidades dessa fazenda que produz a Cachaça Velho Alambique, a estrela do ClubeCN: https://t.co/UkIeBkxnzS 👈🎬 https://t.co/EJF0tvymc9",1.0,neutral,positive,neutral,True,neutral,positive,true
"Para você que não sabe o que é, acesse o link abaixo e confira:
https://t.co/SWUuIXidm9 https://t.co/8E5ihGRbik",1.0,neutral,neutral,neutral,False,neutral,neutral,true
Sabe qual cachaça passa por estes equipamentos? Uma das melhores do Brasil! Descubra qual clicando aqui: https://t.co/Iud3WQl0bN 👈😱 https://t.co/Snz3NOsIcx,1.0,neutral,positive,positive,True,positive,positive,true
81 de 365 - Cachaça Capim Cheiroso Topázio: https://t.co/zkuSDicPQV via @YouTube,1.0,neutral,neutral,positive,False,neutral,neutral,true
Vista aérea da fazenda da Cachaça Velho Alambique em Santa Tereza/RS! Para receber as Cachaça Velho Alambique em casa basta acessar: https://t.co/9U4HTaIgy5 🍹😀 https://t.co/YHaUoESp8q,1.0,neutral,positive,positive,False,positive,positive,true
Quer GANHAR uma Cachaça Saliníssima Ouro 600ml? Nas compras acima de R$120 ela aparece como um toque de mágica no seu carrinho de compra! https://t.co/AYjRz41KDS 👈🎁 https://t.co/nuKcSYVXOo,1.0,neutral,positive,positive,True,positive,positive,true
Vocês acham que essa Kombi já transportou MUITA ou MUITÍSSIMA Cachaça Artesanal de qualidade? Hahahaha! 😂📦 https://t.co/yC0BgucegK,1.0,neutral,positive,positive,True,positive,neutral,true
Em Busca do Drink Perfeito #20 - Tiro Certeiro: https://t.co/KwQWlY0IdO via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Conheça a técnica centenária para envelhecimento de bebidas. Algumas Cachaças já estão usando ele, clique abaixo e veja quais. 👇👇🥃🥂🍾⏳
https://t.co/SWUuIXidm9",1.0,neutral,positive,positive,False,neutral,positive,true
"Adicionei um vídeo a uma playlist @YouTube https://t.co/CNrV1pjb3E Busca do Drink Perfeito #18 Cachaça e Ameixa, aqui cê deixa",1.0,neutral,neutral,positive,False,positive,positive,true
"SOMENTE ESTE FINAL DE SEMANA nas compras acima de R$120,00 você GANHA uma Cachaça Bem Me Quer Amburana! Acesse já https://t.co/ehRWJZfRc2 e compre suas caninhas prediletas! 🍾👀 https://t.co/vcBVX5OnE6",1.0,neutral,positive,positive,True,positive,positive,true
Cachaça Vila do Ouro: Seleção Março/18 do Clube CN https://t.co/LnPh5fZOzb https://t.co/bEGNDLbD9Z,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Me diga qual a combinação perfeita de hoje. 🍲🍾🥃 https://t.co/71e9iDmwsk,1.0,neutral,neutral,positive,False,positive,positive,true
"É tradição tomar uma branquinha para abrir o apetite, conte a sua tradição com Cachaça para nós da CN. 🙋‍♂🙋‍♀🥃🍾🍲🍜 https://t.co/GwGLLYg9bN",1.0,neutral,positive,positive,True,positive,positive,true
São tantas Cachaças gostosas que fica difícil decidir qual a melhor😱🤔😋 https://t.co/Z6JuY8kMHc,2.0,positive,positive,positive,True,positive,positive,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/trE4Bww3Hc de 365 - Cachaça Seiva Missioneira Ouro,1.0,neutral,neutral,positive,False,neutral,neutral,true
Já conhece os lançamentos da CN? Este é um que está vendendo bastante: https://t.co/TuYU0IsiFb 👈😍 https://t.co/cBMJld5mDN,1.0,neutral,positive,positive,False,positive,positive,true
"Vocês estão sabendo que a Cachaça Caratinga Tradicional está com a promoção de Super Cachaça da Semana com 31% OFF. 💸💸💸
Compre já através do link: https://t.co/FmPxLNx6t1 🥃🍾🥂 https://t.co/d3RdqUdRyC",1.0,neutral,positive,positive,True,positive,positive,true
"Você já viu o Drink que preparamos para o final de semana? 🌿🍍🍅😋🍹
Clique abaixo e aprenda a fazer,  faça em sua casa e dê sua opinião sobre esse drink.",1.0,neutral,neutral,positive,True,positive,positive,true
47 de 365 - Cachaça Ibituruna Prata: https://t.co/rTAlZa6WHP via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Assinando o maior clube de amantes de Cachaça do Brasil você vai receber a deliciosa Cachaça Capim Cheiroso Cristal envelhecida 1 ano em tonéis de jequitibá. https://t.co/kFYDbRzswX 👈😋 https://t.co/e9EgHYCj0X,2.0,positive,positive,positive,True,positive,positive,true
E aí?! Tem alguma dica de marca que você acha que merece passar pelo nosso clube de amantes de Cachaça? Deixe nos comentários! 👇👀 https://t.co/vdBYPtSo2R,1.0,neutral,positive,neutral,True,neutral,neutral,true
Lembrando que as melhores Cachaças envelhecida em barris de Carvalho você encontra aqui: https://t.co/TMw15ptJWO 😋👏 https://t.co/rYRsMOhiQj,1.0,neutral,positive,positive,True,positive,positive,true
Quem aí curte um drink nesse calor? Combina demais!! 😍😀 https://t.co/Em4JWz6biJ,1.0,neutral,positive,positive,True,positive,positive,true
Quer dicas de drinks? Acesse já https://t.co/mCRein3gdl e veja nossas aventuras em busca do drink perfeito! 👈🍸 https://t.co/Bh6vim2ySh,1.0,neutral,positive,positive,False,positive,positive,true
#25 de 365 - Cachaça Encantos da Marquesa: https://t.co/Q1G3Nj6rMJ via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/OSEtXD5DbW de 365 - Cachaça Encantos da Marquesa,1.0,neutral,neutral,positive,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/xDEEH2z75k de 365 - Cachaça Gogó da Ema Bálsamo,1.0,neutral,neutral,positive,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/4Kag7ODZJQ de 365 - Cachaça Velho Alambique Blend,1.0,neutral,neutral,positive,False,neutral,positive,true
Cachaça Sebastiana: Seleção Janeiro/18 do Clube CN https://t.co/ANLa3tMZMn https://t.co/38qtjE9UIw,1.0,neutral,neutral,neutral,False,neutral,neutral,true
#22 de 365 - Cachaça Sebastiana Castanheira: https://t.co/fHd97e5fsa via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Calendário da Cachaça – Festivais da Cachaça que você não pode perder https://t.co/8b1zbdhoIH https://t.co/Vl3Fixhi4h,1.0,neutral,neutral,positive,True,positive,positive,true
Cachaça Sebastiana - Seleção do ClubeCN - Janeiro/2018 - https://t.co/pmgJyYzeTG: https://t.co/chZcFslezS via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/VsSbmGLBND de 365 - Cachaça Taverna de Minas Amburana,1.0,neutral,neutral,positive,False,neutral,neutral,true
#9 de 365 - Cachaça Famosinha de Minas: https://t.co/YjHOy1ctIh via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/I0oQaeLKzQ de 365 - Cachaça Usina Velha,1.0,neutral,neutral,positive,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/rXttVjzXhk de 365 - Cachaça Salinas Ipê,1.0,neutral,neutral,positive,False,neutral,positive,true
Cachaça com a CN pra tudo quanto é lado! em Cachaçaria Nacional https://t.co/Jj7YsWMMLJ,1.0,neutral,positive,positive,True,positive,neutral,true
O que é a Trapizonga? Ela está localizada dentro da imensa Fazenda Boa Sorte da Cachaça Batista e você saberá tudo sobre ela clicando aqui: https://t.co/LxqhJXClRY 👈😯 https://t.co/Wjj6PtURO3,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"O Bruno Zille, responsável técnico pela Cachaça Batista, apresentou TODA A ESTRUTURA de um dos alambique mais extraodinários que o Rafael já viu! Assista o vídeo completo no nosso canal https://t.co/eLKkf9d8Oa 🚗💨 https://t.co/2anjbM7Qvh",1.0,neutral,positive,positive,True,positive,positive,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/eNM1njfaRfça Companheira Seleção de Barris 12 Anos 700ml,1.0,neutral,neutral,positive,False,neutral,neutral,true
Em Busca do Drink Perfeito #07 - Maria Cheidisangue: https://t.co/L9R3z6wryg via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
Já descobriu como fazer o seu Melicoffecream? Acesse e descubra: https://t.co/xRehvsTcIl ☕👍 https://t.co/Xbs75lsPsJ,1.0,neutral,positive,positive,False,positive,positive,none
Adicionei um vídeo a uma playlist @YouTube https://t.co/ZAhiFDJ8CK Busca do Drink Perfeito #04 - Melicoffecream,1.0,neutral,neutral,positive,False,neutral,positive,true
"Ai, ai, ai ai, está chegando a hora! 😂🕟 https://t.co/N1Un59MVGR",1.0,neutral,positive,positive,True,positive,positive,none
Já se preparou para a maior Black Friday de Cachaças de todos tempos? Sexta-feira já já está aí! 👍🍾 https://t.co/fZCsyb5uib,1.0,neutral,positive,positive,True,positive,positive,true
E ainda tem MUITA marca para aparecer por aqui! Fique atento a maior BF de Cachaça da história! 🔖👈 https://t.co/L8zqglduxn,1.0,neutral,positive,positive,True,positive,positive,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/NhNWEUZoNG Gourmet #02 - Cachaça Caratinga,1.0,neutral,neutral,positive,False,neutral,positive,true
Cachaça Caratinga - Seleção do ClubeCN - Novembro/2017 - https://t.co/pmgJyYzeTG: https://t.co/VwQ8tf5BKD via @YouTube,1.0,neutral,neutral,positive,False,neutral,neutral,true
Adicionei um vídeo a uma playlist @YouTube https://t.co/ajtSM9Rfpiça Caratinga - Seleção do ClubeCN - Novembro/2017 -,1.0,neutral,neutral,neutral,False,neutral,neutral,none
[TEASER] Cachaça Caratinga - Seleção do ClubeCN - Novembro/2017 - https://t.co/pmgJyYzeTG: https://t.co/110qw1bFcc via @YouTube,1.0,neutral,neutral,neutral,False,neutral,neutral,true
"Aquela branquinha, sem envelhecimento, que todo mundo ama! 😍👇 https://t.co/8BuEqWm6fo",1.0,neutral,positive,positive,True,positive,positive,true
"Confira tudo sobre a seleção exclusiva do clube CN de Outubro, as Cachaças Engenho do Coronel e Reserva do Coronel 🍾🍾",1.0,neutral,neutral,positive,True,positive,positive,true
10 Dicas chaves para melhor apreciar sua Cachaça https://t.co/zmYHSTnHrE https://t.co/C8LvPJFoOj,1.0,neutral,neutral,positive,False,neutral,positive,true
Lançamento 'Da Chica' na CN com a TOP da linha: a Velha Chica! Envelhecida 4 anos em barris de Carvalho. 👈👵 https://t.co/P1nATDDxfr,1.0,neutral,positive,negative,True,positive,positive,true
Só de ver estas dornas de fermentação da Cachaça Engenho do Coronel já dá vontade de assinar o ClubeCN! 😋☝ https://t.co/tagFWS4RDt,1.0,neutral,positive,positive,True,positive,positive,true
"🍾🔥 Já conhece a Cachaça Cabaré prata? Lançamento Produzido pelo alambique da Dom Tápparo em Mirassol, São Paulo. https://t.co/RJlaqMb7Iq",1.0,neutral,neutral,positive,False,positive,positive,true
"SOU DA CACHACA, SOU DO BRASIL https://t.co/tqFiI8FIWG",1.0,neutral,positive,positive,True,neutral,negative,true
Lojinha localizada dentro do alambique da Caraçuípe em Campo Alegre/AL. Vale a pena demais visitar! 😃😃 https://t.co/2scr0Hp4hw,1.0,neutral,positive,positive,True,positive,positive,true
